id,zip,Geographic Area Name,Households_Total,Households_Median,Households_Mean,families_mean,Married-couple_mean,Nonfamily_mean
8600000US77979,77979,ZCTA5 77979,6265,46296,60734,68515,N,37061
8600000US77982,77982,ZCTA5 77982,503,52188,59455,68775,N,25439
8600000US77983,77983,ZCTA5 77983,804,51250,70150,76348,N,26717
8600000US77984,77984,ZCTA5 77984,1661,46307,66734,76288,N,44092
8600000US77987,77987,ZCTA5 77987,74,54643,54380,60819,N,45448
8600000US77988,77988,ZCTA5 77988,126,46613,65301,83305,N,N
8600000US77990,77990,ZCTA5 77990,268,45000,50218,52694,N,42937
8600000US77991,77991,ZCTA5 77991,85,44432,78312,78312,N,-
8600000US77993,77993,ZCTA5 77993,122,44779,49277,N,N,35913
8600000US77994,77994,ZCTA5 77994,148,44545,69991,92012,N,35819
8600000US77995,77995,ZCTA5 77995,3487,44986,58218,67757,N,34468
8600000US78001,78001,ZCTA5 78001,0,-,-,-,-,-
8600000US78002,78002,ZCTA5 78002,2556,48545,59043,62343,N,38223
8600000US78003,78003,ZCTA5 78003,3506,43780,53941,65918,N,32080
8600000US78004,78004,ZCTA5 78004,457,124592,121892,118330,N,N
8600000US78005,78005,ZCTA5 78005,143,24088,44257,69247,N,N
8600000US78006,78006,ZCTA5 78006,10542,73417,101903,113247,N,61418
8600000US78007,78007,ZCTA5 78007,2,-,N,N,N,-
8600000US78008,78008,ZCTA5 78008,112,63286,59133,65884,N,N
8600000US78009,78009,ZCTA5 78009,2728,63361,76360,82019,N,41921
8600000US78010,78010,ZCTA5 78010,1092,45500,59542,68894,N,35411
8600000US78011,78011,ZCTA5 78011,666,27941,57404,70713,N,18917
8600000US78012,78012,ZCTA5 78012,147,36534,40412,50818,N,27199
8600000US78013,78013,ZCTA5 78013,2072,49533,68129,76197,N,46450
8600000US78014,78014,ZCTA5 78014,1444,26179,45418,60774,N,19687
8600000US78015,78015,ZCTA5 78015,3487,118306,144999,150841,N,70992
8600000US78016,78016,ZCTA5 78016,3300,47306,59461,66766,N,27200
8600000US78017,78017,ZCTA5 78017,1027,38789,52092,54470,N,41928
8600000US78019,78019,ZCTA5 78019,435,26232,38676,46481,N,20197
8600000US78021,78021,ZCTA5 78021,50,-,N,N,N,-
8600000US78022,78022,ZCTA5 78022,1567,43924,58791,63438,N,44772
8600000US78023,78023,ZCTA5 78023,8586,106014,117654,128042,N,64748
8600000US78024,78024,ZCTA5 78024,487,50288,84933,100308,N,28997
8600000US78025,78025,ZCTA5 78025,1969,41547,55426,65112,N,32276
8600000US78026,78026,ZCTA5 78026,2295,47820,63921,74454,N,29586
8600000US78027,78027,ZCTA5 78027,178,98333,95365,106947,N,N
8600000US78028,78028,ZCTA5 78028,16167,43343,62272,73795,N,39511
8600000US78029,78029,ZCTA5 78029,0,-,-,-,-,-
8600000US78039,78039,ZCTA5 78039,535,50625,62819,74513,N,22378
8600000US78040,78040,ZCTA5 78040,11659,23199,30816,33568,N,17785
8600000US78041,78041,ZCTA5 78041,13072,42178,57619,62380,N,38474
8600000US78043,78043,ZCTA5 78043,11779,32188,44214,46118,N,28630
8600000US78044,78044,ZCTA5 78044,50,38636,35520,29033,N,N
8600000US78045,78045,ZCTA5 78045,15978,63938,78103,80014,N,60320
8600000US78046,78046,ZCTA5 78046,14422,34399,42781,43421,N,27825
8600000US78050,78050,ZCTA5 78050,310,26610,49442,66873,N,13397
8600000US78052,78052,ZCTA5 78052,2200,58869,70434,74500,N,44752
8600000US78055,78055,ZCTA5 78055,697,47464,60934,66021,N,34805
8600000US78056,78056,ZCTA5 78056,809,98102,117244,121264,N,103778
8600000US78057,78057,ZCTA5 78057,256,44189,62104,62067,N,N
8600000US78058,78058,ZCTA5 78058,368,42500,67865,84139,N,32063
8600000US78059,78059,ZCTA5 78059,1865,51652,57261,59819,N,43922
8600000US78060,78060,ZCTA5 78060,0,-,-,-,-,-
8600000US78061,78061,ZCTA5 78061,3414,33838,54386,54999,N,48714
8600000US78063,78063,ZCTA5 78063,3740,55000,63439,76629,N,32933
8600000US78064,78064,ZCTA5 78064,4560,55417,65449,72036,N,39863
8600000US78065,78065,ZCTA5 78065,3417,43750,56908,61215,N,26973
8600000US78066,78066,ZCTA5 78066,215,63583,79880,87001,N,N
8600000US78067,78067,ZCTA5 78067,197,26641,33006,33703,N,32009
8600000US78069,78069,ZCTA5 78069,1729,37560,47157,51493,N,25486
8600000US78070,78070,ZCTA5 78070,5259,75805,111418,118032,N,71617
8600000US78071,78071,ZCTA5 78071,1142,51852,65321,67771,N,39887
8600000US78072,78072,ZCTA5 78072,239,42083,47972,56983,N,33448
8600000US78073,78073,ZCTA5 78073,2259,46191,48107,49968,N,41709
8600000US78075,78075,ZCTA5 78075,50,27222,118456,183886,N,N
8600000US78076,78076,ZCTA5 78076,4236,32222,49146,53194,N,23183
8600000US78101,78101,ZCTA5 78101,2901,64878,78639,83688,N,45912
8600000US78102,78102,ZCTA5 78102,7163,42951,56912,63106,N,39276
8600000US78104,78104,ZCTA5 78104,34,70500,61597,52800,N,N
8600000US78107,78107,ZCTA5 78107,79,34219,39638,51707,N,N
8600000US78108,78108,ZCTA5 78108,9601,83743,91960,98233,N,55584
8600000US78109,78109,ZCTA5 78109,11644,63942,71266,75913,N,51735
8600000US78112,78112,ZCTA5 78112,2132,46974,52869,55185,N,38693
8600000US78113,78113,ZCTA5 78113,990,60988,74320,86015,N,35456
8600000US78114,78114,ZCTA5 78114,7035,58024,70793,77773,N,41684
8600000US78116,78116,ZCTA5 78116,166,70357,70522,75955,N,23566
8600000US78117,78117,ZCTA5 78117,266,84643,85959,96512,N,28051
8600000US78118,78118,ZCTA5 78118,1224,40385,57996,66473,N,24260
8600000US78119,78119,ZCTA5 78119,1817,38527,64477,71558,N,42824
8600000US78121,78121,ZCTA5 78121,3785,83892,89372,95539,N,53840
8600000US78122,78122,ZCTA5 78122,96,30610,42626,67983,N,23724
8600000US78123,78123,ZCTA5 78123,1036,62417,80764,85922,N,63873
8600000US78124,78124,ZCTA5 78124,1961,52337,68935,76396,N,38216
8600000US78125,78125,ZCTA5 78125,34,46250,77441,106765,N,35550
8600000US78130,78130,ZCTA5 78130,21847,54672,66045,73074,N,45764
8600000US78132,78132,ZCTA5 78132,7344,82917,105775,118933,N,45329
8600000US78133,78133,ZCTA5 78133,6843,59710,77397,88375,N,51123
8600000US78140,78140,ZCTA5 78140,1110,31793,45743,50756,N,23879
8600000US78141,78141,ZCTA5 78141,311,38304,60931,69380,N,32302
8600000US78142,78142,ZCTA5 78142,45,50417,99680,116442,N,27600
8600000US78143,78143,ZCTA5 78143,57,14957,28426,28291,N,-
8600000US78144,78144,ZCTA5 78144,8,-,N,-,-,N
8600000US78145,78145,ZCTA5 78145,22,27500,36295,41778,N,N
8600000US78146,78146,ZCTA5 78146,209,59205,87485,95532,N,23857
8600000US78147,78147,ZCTA5 78147,636,57931,67026,70523,N,36473
8600000US78148,78148,ZCTA5 78148,7809,54691,66897,75048,N,45989
8600000US78150,78150,ZCTA5 78150,0,-,-,-,-,-
8600000US78151,78151,ZCTA5 78151,659,34183,50691,69341,N,25772
8600000US78152,78152,ZCTA5 78152,829,74131,97065,109368,N,27936
8600000US78154,78154,ZCTA5 78154,11176,71432,82827,91104,N,49017
8600000US78155,78155,ZCTA5 78155,16579,49399,62360,72223,N,33721
8600000US78159,78159,ZCTA5 78159,346,31630,44181,44849,N,32842
8600000US78160,78160,ZCTA5 78160,1816,52059,65587,73930,N,34165
8600000US78161,78161,ZCTA5 78161,250,56750,66171,64315,N,29631
8600000US78162,78162,ZCTA5 78162,131,44583,57483,63803,N,49773
8600000US78163,78163,ZCTA5 78163,3653,92560,109401,117942,N,44482
8600000US78164,78164,ZCTA5 78164,1649,45737,61636,80668,N,32236
8600000US78201,78201,ZCTA5 78201,15392,35282,44650,51673,56234,30487
8600000US78202,78202,ZCTA5 78202,3862,24369,37807,38587,N,33334
8600000US78203,78203,ZCTA5 78203,1928,24846,31634,34089,N,24444
8600000US78204,78204,ZCTA5 78204,3847,30800,51861,48856,N,54003
8600000US78205,78205,ZCTA5 78205,768,25903,42952,50781,N,37607
8600000US78207,78207,ZCTA5 78207,15374,22605,31040,32822,43198,23827
8600000US78208,78208,ZCTA5 78208,1269,22866,28591,34371,N,18935
8600000US78209,78209,ZCTA5 78209,17833,62525,104785,141969,N,57444
8600000US78210,78210,ZCTA5 78210,13123,32676,42514,47042,N,32088
8600000US78211,78211,ZCTA5 78211,8999,32985,41522,43445,N,23943
8600000US78212,78212,ZCTA5 78212,11193,36613,66481,93868,N,38878
8600000US78213,78213,ZCTA5 78213,16284,40727,54216,62490,N,38070
8600000US78214,78214,ZCTA5 78214,7472,27222,39047,44788,N,24006
8600000US78215,78215,ZCTA5 78215,657,34836,57959,44043,N,62184
8600000US78216,78216,ZCTA5 78216,17287,41792,61168,78560,94787,40780
8600000US78217,78217,ZCTA5 78217,14018,45224,56156,64147,N,41953
8600000US78218,78218,ZCTA5 78218,12276,38812,54019,63868,N,37522
8600000US78219,78219,ZCTA5 78219,5180,38512,46049,49707,N,35221
8600000US78220,78220,ZCTA5 78220,5760,30605,38671,43833,N,25614
8600000US78221,78221,ZCTA5 78221,11073,38036,44762,47938,N,26884
8600000US78222,78222,ZCTA5 78222,6408,46000,57863,64049,N,38368
8600000US78223,78223,ZCTA5 78223,16800,37019,45801,51708,N,29739
8600000US78224,78224,ZCTA5 78224,4916,40028,49063,52151,N,28864
8600000US78225,78225,ZCTA5 78225,4432,32234,41059,45136,N,26063
8600000US78226,78226,ZCTA5 78226,2109,27936,35377,38296,N,29961
8600000US78227,78227,ZCTA5 78227,14389,36980,43643,45565,54095,33543
8600000US78228,78228,ZCTA5 78228,18936,34992,43721,48652,58523,31038
8600000US78229,78229,ZCTA5 78229,13831,35344,46209,55285,N,38141
8600000US78230,78230,ZCTA5 78230,17839,55936,78170,96438,N,53347
8600000US78231,78231,ZCTA5 78231,3324,83696,105767,127255,N,61912
8600000US78232,78232,ZCTA5 78232,15688,64741,87987,109909,N,51933
8600000US78233,78233,ZCTA5 78233,16145,54399,59885,66327,N,41500
8600000US78234,78234,ZCTA5 78234,943,59665,69212,69428,N,56663
8600000US78235,78235,ZCTA5 78235,276,48281,59488,57965,N,61621
8600000US78236,78236,ZCTA5 78236,372,60250,54265,51837,N,N
8600000US78237,78237,ZCTA5 78237,10845,26702,36215,40199,48131,19195
8600000US78238,78238,ZCTA5 78238,9657,44005,54110,64284,N,36250
8600000US78239,78239,ZCTA5 78239,9740,53868,63927,68070,N,48000
8600000US78240,78240,ZCTA5 78240,23022,48281,59216,73684,87670,41862
8600000US78242,78242,ZCTA5 78242,8829,35451,41716,42561,N,28262
8600000US78243,78243,ZCTA5 78243,0,-,-,-,-,-
8600000US78244,78244,ZCTA5 78244,9135,56946,62598,63069,N,52888
8600000US78245,78245,ZCTA5 78245,18267,59785,63368,64493,N,50405
8600000US78247,78247,ZCTA5 78247,17985,65921,75937,83734,N,51795
8600000US78248,78248,ZCTA5 78248,5628,105987,134862,157399,N,73479
8600000US78249,78249,ZCTA5 78249,17704,70689,79131,92397,N,51450
8600000US78250,78250,ZCTA5 78250,18448,60726,72503,77763,N,50159
8600000US78251,78251,ZCTA5 78251,17967,62482,71374,80159,N,49009
8600000US78252,78252,ZCTA5 78252,1766,44143,53751,50613,N,57673
8600000US78253,78253,ZCTA5 78253,10026,85508,94249,101520,N,63497
8600000US78254,78254,ZCTA5 78254,14701,76649,84238,89531,N,60542
8600000US78255,78255,ZCTA5 78255,4006,111307,140383,145525,N,94247
8600000US78256,78256,ZCTA5 78256,2832,69649,108286,164723,N,44459
8600000US78257,78257,ZCTA5 78257,1536,112202,198978,232164,N,61129
8600000US78258,78258,ZCTA5 78258,14497,107479,134761,153738,N,72160
8600000US78259,78259,ZCTA5 78259,7811,98669,107051,113297,N,70039
8600000US78260,78260,ZCTA5 78260,8196,106182,122518,130823,N,79395
8600000US78261,78261,ZCTA5 78261,4720,98729,128016,147092,N,69125
8600000US78263,78263,ZCTA5 78263,1347,76118,85548,94294,N,42384
8600000US78264,78264,ZCTA5 78264,3409,43200,48835,51309,N,19056
8600000US78266,78266,ZCTA5 78266,2218,105536,129232,140027,N,50353
8600000US78330,78330,ZCTA5 78330,306,53500,63736,76266,N,26781
8600000US78332,78332,ZCTA5 78332,9543,39114,57787,65134,N,30592
8600000US78335,78335,ZCTA5 78335,0,-,-,-,-,-
8600000US78336,78336,ZCTA5 78336,4757,39705,71511,73394,N,66110
8600000US78338,78338,ZCTA5 78338,0,-,-,-,-,-
8600000US78339,78339,ZCTA5 78339,201,36553,37899,36056,N,N
8600000US78340,78340,ZCTA5 78340,205,45114,53955,70760,N,31142
8600000US78341,78341,ZCTA5 78341,817,41644,58044,65931,N,31173
8600000US78342,78342,ZCTA5 78342,162,41210,53191,64982,N,N
8600000US78343,78343,ZCTA5 78343,1583,42875,53441,62559,N,28575
8600000US78344,78344,ZCTA5 78344,146,81667,99676,103039,N,N
8600000US78349,78349,ZCTA5 78349,227,22944,32721,38449,N,15433
8600000US78351,78351,ZCTA5 78351,201,36985,41998,52546,N,18892
8600000US78352,78352,ZCTA5 78352,79,31369,36071,48663,N,N
8600000US78353,78353,ZCTA5 78353,189,16827,24323,22474,N,26272
8600000US78355,78355,ZCTA5 78355,2323,23222,39507,46989,N,15026
8600000US78357,78357,ZCTA5 78357,877,51051,70892,82392,N,26772
8600000US78358,78358,ZCTA5 78358,295,40750,40793,40228,N,38122
8600000US78359,78359,ZCTA5 78359,588,32083,46180,51254,N,26511
8600000US78361,78361,ZCTA5 78361,1820,35928,50344,59361,N,25455
8600000US78362,78362,ZCTA5 78362,3062,57458,67948,70826,N,52252
8600000US78363,78363,ZCTA5 78363,10624,40413,53278,57579,N,36191
8600000US78368,78368,ZCTA5 78368,3259,35191,50710,53848,N,35252
8600000US78369,78369,ZCTA5 78369,107,43125,62935,68693,N,N
8600000US78370,78370,ZCTA5 78370,1388,54942,65548,69799,N,43927
8600000US78371,78371,ZCTA5 78371,94,50179,51448,59454,N,20279
8600000US78372,78372,ZCTA5 78372,1703,52208,63541,69192,N,36745
8600000US78373,78373,ZCTA5 78373,1796,42500,68704,84714,N,43193
8600000US78374,78374,ZCTA5 78374,5586,66236,80031,85910,N,54723
8600000US78375,78375,ZCTA5 78375,1116,31864,41597,47258,N,21274
8600000US78376,78376,ZCTA5 78376,188,19205,59990,68132,N,14563
8600000US78377,78377,ZCTA5 78377,1395,44861,60605,67647,N,34208
8600000US78379,78379,ZCTA5 78379,594,40735,66675,78693,N,37713
8600000US78380,78380,ZCTA5 78380,7569,39922,53788,57928,N,36330
8600000US78382,78382,ZCTA5 78382,8383,45732,63266,70282,N,43873
8600000US78383,78383,ZCTA5 78383,1555,51029,76777,87953,N,39653
8600000US78384,78384,ZCTA5 78384,2113,26542,45541,46249,N,40470
8600000US78385,78385,ZCTA5 78385,131,36736,44066,53702,N,14259
8600000US78387,78387,ZCTA5 78387,3197,45855,57398,60299,N,39761
8600000US78389,78389,ZCTA5 78389,540,50577,59600,65395,N,40167
8600000US78390,78390,ZCTA5 78390,1982,41149,56021,61006,N,34508
8600000US78391,78391,ZCTA5 78391,111,18750,29896,40647,N,15255
8600000US78393,78393,ZCTA5 78393,892,44457,63415,68544,N,41634
8600000US78401,78401,ZCTA5 78401,1899,22226,38568,57116,N,31643
8600000US78402,78402,ZCTA5 78402,329,51958,83290,108958,N,56506
8600000US78404,78404,ZCTA5 78404,6139,38862,59494,70768,N,41348
8600000US78405,78405,ZCTA5 78405,4880,27247,35055,37723,N,26095
8600000US78406,78406,ZCTA5 78406,271,45781,47573,56077,N,7047
8600000US78407,78407,ZCTA5 78407,984,30179,41365,42617,N,38948
8600000US78408,78408,ZCTA5 78408,3919,28137,38280,43222,N,22491
8600000US78409,78409,ZCTA5 78409,960,47105,57999,55420,N,54331
8600000US78410,78410,ZCTA5 78410,8830,66739,82496,86701,N,62959
8600000US78411,78411,ZCTA5 78411,10549,40349,60176,69322,N,40788
8600000US78412,78412,ZCTA5 78412,14863,45708,60026,70111,N,44209
8600000US78413,78413,ZCTA5 78413,14702,64159,76548,89529,N,49106
8600000US78414,78414,ZCTA5 78414,11893,75971,90727,101497,N,54428
8600000US78415,78415,ZCTA5 78415,13207,39915,49299,53015,N,31788
8600000US78416,78416,ZCTA5 78416,5027,27854,39698,44810,N,18454
8600000US78417,78417,ZCTA5 78417,1327,50069,52485,55502,N,36775
8600000US78418,78418,ZCTA5 78418,12192,55487,71997,76797,N,60353
8600000US78419,78419,ZCTA5 78419,189,44594,50271,45589,N,N
8600000US78501,78501,ZCTA5 78501,20225,31214,48321,52458,N,35087
8600000US78503,78503,ZCTA5 78503,6353,35660,66932,71438,N,49275
8600000US78504,78504,ZCTA5 78504,15739,61277,80556,85822,N,61394
8600000US78516,78516,ZCTA5 78516,9864,32977,43266,44889,N,30850
8600000US78520,78520,ZCTA5 78520,17570,29835,45729,49692,62538,29960
8600000US78521,78521,ZCTA5 78521,24496,26684,38849,41041,49561,24785
8600000US78526,78526,ZCTA5 78526,12087,44672,60041,61340,N,45685
8600000US78535,78535,ZCTA5 78535,205,23795,28456,31564,N,19312
8600000US78536,78536,ZCTA5 78536,116,30000,70265,87387,N,14121
8600000US78537,78537,ZCTA5 78537,10256,25338,36384,39559,N,19898
8600000US78538,78538,ZCTA5 78538,2954,25806,38013,38350,N,26722
8600000US78539,78539,ZCTA5 78539,10422,52167,66619,71640,N,44552
8600000US78541,78541,ZCTA5 78541,12277,34586,45678,47378,N,37678
8600000US78542,78542,ZCTA5 78542,15371,29878,44020,44556,N,34153
8600000US78543,78543,ZCTA5 78543,2499,22121,34574,42198,N,12446
8600000US78545,78545,ZCTA5 78545,69,24917,35222,22192,N,49436
8600000US78548,78548,ZCTA5 78548,142,25962,51997,67070,N,9222
8600000US78549,78549,ZCTA5 78549,165,22599,22786,27135,N,15746
8600000US78550,78550,ZCTA5 78550,16534,33780,49768,53572,N,36076
8600000US78552,78552,ZCTA5 78552,11207,39602,61356,65653,N,40566
8600000US78557,78557,ZCTA5 78557,2883,39033,48718,51110,N,18067
8600000US78558,78558,ZCTA5 78558,286,17000,29861,26338,N,28906
8600000US78559,78559,ZCTA5 78559,3736,31901,48441,52813,N,24223
8600000US78560,78560,ZCTA5 78560,1241,34297,42772,48708,N,17249
8600000US78561,78561,ZCTA5 78561,116,16000,22686,24888,N,12125
8600000US78562,78562,ZCTA5 78562,426,30938,40425,44409,N,20414
8600000US78563,78563,ZCTA5 78563,77,30809,38426,44570,N,N
8600000US78564,78564,ZCTA5 78564,9,-,N,N,N,-
8600000US78565,78565,ZCTA5 78565,112,8611,11494,7880,N,13834
8600000US78566,78566,ZCTA5 78566,4264,39361,49928,50305,N,40154
8600000US78567,78567,ZCTA5 78567,138,19500,34230,44030,N,13978
8600000US78569,78569,ZCTA5 78569,993,36750,42526,44130,N,21550
8600000US78570,78570,ZCTA5 78570,8332,25445,34788,37338,N,21112
8600000US78572,78572,ZCTA5 78572,21807,37735,52198,55869,N,33183
8600000US78573,78573,ZCTA5 78573,8923,33809,47752,48994,N,30089
8600000US78574,78574,ZCTA5 78574,14849,29818,45903,47400,N,30332
8600000US78575,78575,ZCTA5 78575,2687,52039,69246,70488,N,58837
8600000US78576,78576,ZCTA5 78576,2268,28853,42247,43409,N,22070
8600000US78577,78577,ZCTA5 78577,19978,32054,43822,47149,53754,25019
8600000US78578,78578,ZCTA5 78578,3951,35523,54486,58130,N,43775
8600000US78579,78579,ZCTA5 78579,887,31099,36730,38002,N,15073
8600000US78580,78580,ZCTA5 78580,3746,28106,38746,42036,N,24692
8600000US78582,78582,ZCTA5 78582,10428,27337,42017,45724,N,20636
8600000US78583,78583,ZCTA5 78583,2018,34324,47892,54677,N,23323
8600000US78584,78584,ZCTA5 78584,4948,19881,32708,34905,N,16342
8600000US78585,78585,ZCTA5 78585,114,38333,34987,50624,N,11872
8600000US78586,78586,ZCTA5 78586,15513,31303,41622,44567,N,21635
8600000US78588,78588,ZCTA5 78588,56,25500,42423,74750,N,14313
8600000US78589,78589,ZCTA5 78589,9700,33648,46867,48603,N,33359
8600000US78590,78590,ZCTA5 78590,87,32083,31045,35339,N,16660
8600000US78591,78591,ZCTA5 78591,79,38625,44203,51140,N,25043
8600000US78592,78592,ZCTA5 78592,292,25441,29505,33188,N,18039
8600000US78593,78593,ZCTA5 78593,1430,24073,39455,41243,N,17856
8600000US78594,78594,ZCTA5 78594,484,14565,19470,25584,N,7091
8600000US78595,78595,ZCTA5 78595,1641,24464,31164,31846,N,18007
8600000US78596,78596,ZCTA5 78596,18137,34297,45529,48356,N,26607
8600000US78597,78597,ZCTA5 78597,1708,45432,74771,106542,N,40040
8600000US78598,78598,ZCTA5 78598,90,9143,15743,18029,N,11394
8600000US78602,78602,ZCTA5 78602,9025,50376,63657,76061,N,35254
8600000US78605,78605,ZCTA5 78605,1931,52277,63832,73563,N,38507
8600000US78606,78606,ZCTA5 78606,1951,48438,70185,82001,N,37483
8600000US78607,78607,ZCTA5 78607,80,20238,28763,N,N,14341
8600000US78608,78608,ZCTA5 78608,106,56727,57577,57577,N,-
8600000US78609,78609,ZCTA5 78609,870,39779,54672,69818,N,32627
8600000US78610,78610,ZCTA5 78610,8431,79049,91859,99169,N,66538
8600000US78611,78611,ZCTA5 78611,5068,48409,58955,65401,N,32256
8600000US78612,78612,ZCTA5 78612,3565,63144,81611,88698,N,52321
8600000US78613,78613,ZCTA5 78613,23336,81928,98380,108677,N,61719
8600000US78614,78614,ZCTA5 78614,179,78958,83982,89189,N,53754
8600000US78615,78615,ZCTA5 78615,349,65625,91147,90978,N,68136
8600000US78616,78616,ZCTA5 78616,1799,50848,63893,68169,N,35947
8600000US78617,78617,ZCTA5 78617,5628,45212,52448,52119,N,42006
8600000US78618,78618,ZCTA5 78618,149,63393,78968,76350,N,88935
8600000US78619,78619,ZCTA5 78619,1251,87228,106313,128014,N,56761
8600000US78620,78620,ZCTA5 78620,5257,89899,110723,120528,N,66431
8600000US78621,78621,ZCTA5 78621,7631,52471,64096,73325,N,33104
8600000US78622,78622,ZCTA5 78622,80,46250,56566,68839,N,34983
8600000US78623,78623,ZCTA5 78623,359,63487,74504,84414,N,49873
8600000US78624,78624,ZCTA5 78624,9179,54286,71301,85029,N,42229
8600000US78626,78626,ZCTA5 78626,8797,57787,68943,76933,N,50254
8600000US78628,78628,ZCTA5 78628,9320,80363,95263,108303,N,52771
8600000US78629,78629,ZCTA5 78629,3872,42807,58823,67651,N,31746
8600000US78631,78631,ZCTA5 78631,1075,43340,69524,79833,N,38469
8600000US78632,78632,ZCTA5 78632,311,41573,49715,62558,N,36280
8600000US78633,78633,ZCTA5 78633,8936,74986,91219,103427,N,55119
8600000US78634,78634,ZCTA5 78634,7878,73729,82666,86978,N,57096
8600000US78635,78635,ZCTA5 78635,19,-,N,-,-,N
8600000US78636,78636,ZCTA5 78636,1534,47660,60865,70537,N,32209
8600000US78638,78638,ZCTA5 78638,898,44708,60314,72848,N,32704
8600000US78639,78639,ZCTA5 78639,2779,32865,52644,56733,N,38219
8600000US78640,78640,ZCTA5 78640,12959,64137,72063,75440,N,54658
8600000US78641,78641,ZCTA5 78641,15625,71885,89275,95972,N,58111
8600000US78642,78642,ZCTA5 78642,3008,75375,87046,95642,N,45401
8600000US78643,78643,ZCTA5 78643,2582,42939,57863,74374,N,33390
8600000US78644,78644,ZCTA5 78644,5178,46967,60968,71169,N,37950
8600000US78645,78645,ZCTA5 78645,4254,73601,96842,114143,N,43860
8600000US78648,78648,ZCTA5 78648,2943,34903,54598,67708,N,27553
8600000US78650,78650,ZCTA5 78650,572,54474,65948,71553,N,42279
8600000US78652,78652,ZCTA5 78652,1845,76604,94319,109208,N,41809
8600000US78653,78653,ZCTA5 78653,4980,59763,68925,71327,N,48695
8600000US78654,78654,ZCTA5 78654,6732,46086,60816,71788,N,35414
8600000US78655,78655,ZCTA5 78655,1112,46823,68958,74869,N,35817
8600000US78656,78656,ZCTA5 78656,534,43922,46625,50122,N,35964
8600000US78657,78657,ZCTA5 78657,2795,69592,113506,134864,N,69992
8600000US78659,78659,ZCTA5 78659,1074,68452,79236,86426,N,47580
8600000US78660,78660,ZCTA5 78660,24309,76007,85606,91674,N,57652
8600000US78661,78661,ZCTA5 78661,101,39821,40502,51682,N,27137
8600000US78662,78662,ZCTA5 78662,972,75050,79420,85970,N,51468
8600000US78663,78663,ZCTA5 78663,357,71971,69951,84456,N,44315
8600000US78664,78664,ZCTA5 78664,19304,61401,76098,80608,N,58568
8600000US78665,78665,ZCTA5 78665,12075,85907,95674,104896,N,62643
8600000US78666,78666,ZCTA5 78666,23103,33827,48534,67943,N,30439
8600000US78669,78669,ZCTA5 78669,3522,83024,112683,133431,N,52200
8600000US78670,78670,ZCTA5 78670,120,44265,52378,49807,N,54552
8600000US78671,78671,ZCTA5 78671,222,55479,56309,57211,N,50871
8600000US78672,78672,ZCTA5 78672,532,30521,44981,55202,N,29797
8600000US78675,78675,ZCTA5 78675,82,54773,126970,126970,N,-
8600000US78676,78676,ZCTA5 78676,5363,66050,82407,93036,N,57136
8600000US78677,78677,ZCTA5 78677,36,92778,107022,107022,N,-
8600000US78681,78681,ZCTA5 78681,17655,92453,101567,110906,N,63326
8600000US78701,78701,ZCTA5 78701,3737,86541,140149,283996,N,103625
8600000US78702,78702,ZCTA5 78702,8234,36197,48717,52705,N,43492
8600000US78703,78703,ZCTA5 78703,9542,80569,135751,199019,N,76717
8600000US78704,78704,ZCTA5 78704,21214,50930,71767,99849,N,57099
8600000US78705,78705,ZCTA5 78705,9167,12143,29022,60100,N,23962
8600000US78712,78712,ZCTA5 78712,0,-,-,-,-,-
8600000US78717,78717,ZCTA5 78717,8616,93701,105579,118413,N,67216
8600000US78719,78719,ZCTA5 78719,428,38305,73530,76746,N,21444
8600000US78721,78721,ZCTA5 78721,4017,33798,42270,45918,N,33549
8600000US78722,78722,ZCTA5 78722,2993,50923,73344,94526,N,55733
8600000US78723,78723,ZCTA5 78723,11547,42939,58218,64369,85445,47400
8600000US78724,78724,ZCTA5 78724,5647,38479,47727,47989,N,38967
8600000US78725,78725,ZCTA5 78725,2376,52381,59921,59431,N,46749
8600000US78726,78726,ZCTA5 78726,5477,67466,98354,124948,N,57676
8600000US78727,78727,ZCTA5 78727,12341,69570,78990,90354,N,65125
8600000US78728,78728,ZCTA5 78728,9543,48612,62231,74254,N,49518
8600000US78729,78729,ZCTA5 78729,11891,60690,74745,90104,N,53855
8600000US78730,78730,ZCTA5 78730,3583,120568,179900,243894,N,84808
8600000US78731,78731,ZCTA5 78731,12157,75269,116969,156201,N,74239
8600000US78732,78732,ZCTA5 78732,4712,131216,166154,182259,N,84737
8600000US78733,78733,ZCTA5 78733,3108,122860,189847,218113,N,49286
8600000US78734,78734,ZCTA5 78734,7172,87300,116993,137265,N,68139
8600000US78735,78735,ZCTA5 78735,7144,79984,121770,161146,N,69573
8600000US78736,78736,ZCTA5 78736,2719,84940,97440,104270,N,78983
8600000US78737,78737,ZCTA5 78737,4462,121094,143910,150042,N,101402
8600000US78738,78738,ZCTA5 78738,4443,118795,145416,160419,N,70019
8600000US78739,78739,ZCTA5 78739,5537,128597,151090,159846,N,85896
8600000US78741,78741,ZCTA5 78741,18780,30871,41269,41686,N,38572
8600000US78742,78742,ZCTA5 78742,310,19688,39175,46138,N,29850
8600000US78744,78744,ZCTA5 78744,13063,41721,52610,51121,N,47371
8600000US78745,78745,ZCTA5 78745,24542,50672,61734,69619,N,50118
8600000US78746,78746,ZCTA5 78746,10825,128936,194211,237279,N,94496
8600000US78747,78747,ZCTA5 78747,5486,61599,76344,83860,N,54433
